Epoch,training_time
0,39.36147594451904
1,33.69867444038391
2,35.005286693573
3,34.58243107795715
4,34.07710266113281
5,33.89143943786621
6,33.271462202072144
7,32.6276741027832
8,35.00103712081909
9,33.53212094306946
10,32.95406699180603
11,32.838574171066284
12,32.394681453704834
13,33.46605443954468
14,32.3607439994812
15,31.801677703857422
16,31.898102283477783
17,33.33379364013672
18,32.61896085739136
19,31.95179796218872
20,31.895328044891357
21,31.798314571380615
22,33.32217264175415
23,32.54879713058472
24,32.08900308609009
25,32.25825357437134
26,33.28619694709778
27,32.49310111999512
28,32.00396156311035
29,31.89714217185974
30,33.641058683395386
31,32.60995936393738
32,32.1030387878418
33,32.193957567214966
34,32.856486320495605
35,34.37480020523071
36,34.30403208732605
37,34.07009267807007
38,33.441670656204224
39,33.34183740615845
40,34.60264301300049
41,34.53297710418701
42,34.06724572181702
43,33.840816020965576
44,33.4617338180542
45,33.185041189193726
46,35.853469133377075
47,34.37324404716492
48,34.313393354415894
49,33.74663329124451
50,35.527358531951904
51,33.29714632034302
52,33.252142906188965
53,34.5149040222168
54,37.354575872421265
55,33.82294487953186
56,33.36244559288025
57,32.80753779411316
58,33.46088695526123
59,34.415322065353394
60,34.40071773529053
61,33.911065340042114
62,33.80968141555786
63,33.56787824630737
64,34.802626609802246
65,34.42139458656311
66,34.19758701324463
67,33.8383994102478
68,33.39815092086792
69,33.657240867614746
70,33.68886137008667
71,34.775667667388916
72,34.380664110183716
73,34.01339364051819
74,33.57991003990173
75,33.580533504486084
76,34.853354692459106
77,34.08577370643616
78,34.206857681274414
79,34.309441328048706
80,33.409022092819214
81,33.828449726104736
82,34.892293214797974
83,34.34576869010925
84,33.754926919937134
85,33.56744885444641
86,33.4203097820282
87,33.44921255111694
88,35.098766803741455
89,34.503005027770996
90,33.70172071456909
91,32.7057147026062
92,34.411336183547974
93,32.79504323005676
94,32.86053204536438
95,33.87266564369202
96,32.994609355926514
97,32.21083879470825
98,33.22935461997986
99,34.16856646537781
100,33.959083795547485
101,36.27288746833801
102,33.028268814086914
103,32.40094304084778
104,32.57769513130188
105,33.840346574783325
106,33.48709750175476
107,33.21845054626465
108,35.34222078323364
109,32.842408418655396
110,34.02200126647949
111,33.504798889160156
112,33.01449227333069
113,32.51771688461304
114,32.21576404571533
115,33.990926027297974
116,33.35037350654602
117,32.26379919052124
118,31.081534147262573
119,31.062167644500732
120,32.483824253082275
121,31.812157154083252
122,31.091207265853882
123,31.09591770172119
124,32.31252670288086
125,31.441093921661377
126,30.75943660736084
127,30.80665922164917
128,32.05111050605774
129,32.376075983047485
130,33.322429895401
131,33.46984338760376
132,34.78921699523926
133,34.81979537010193
134,34.78318381309509
135,34.97385096549988
136,34.80574560165405
137,35.18656373023987
138,36.23287343978882
139,36.23296642303467
140,37.80776023864746
141,35.709163188934326
142,34.88175368309021
143,34.76215648651123
144,34.47397565841675
145,34.24361753463745
146,35.73781943321228
147,35.70200514793396
148,36.39792346954346
149,34.59523272514343
150,34.27352166175842
151,34.77046728134155
152,35.339972734451294
153,38.19058561325073
154,37.389142751693726
155,36.96391773223877
156,35.248650312423706
157,37.81651973724365
158,34.94837141036987
159,34.52276611328125
160,34.04103326797485
161,33.970000982284546
162,33.87410020828247
163,35.09486627578735
164,34.76636266708374
165,34.35082650184631
166,34.39671802520752
167,34.28562307357788
168,34.169342279434204
169,35.58655047416687
170,35.05499076843262
171,34.91149163246155
172,37.01669239997864
173,34.47588920593262
174,34.84949851036072
175,34.850780963897705
176,34.648388624191284
177,35.53066301345825
178,34.94056820869446
179,34.6814341545105
180,34.23755383491516
181,33.814576387405396
182,33.82376670837402
183,35.35639691352844
184,35.237361669540405
185,34.612205266952515
186,34.430766344070435
187,33.93641662597656
188,34.14481019973755
189,35.605756521224976
190,35.12724709510803
191,34.577457666397095
192,34.85070538520813
193,37.388521909713745
194,33.91137981414795
195,34.51470899581909
196,35.3333957195282
197,35.033814907073975
198,34.783568143844604
199,34.302149534225464
