Epoch,flops
0,39442228224
1,78884456448
2,118326684672
3,157768912896
4,197211141120
5,236653369344
6,276095597568
7,315537825792
8,354980054016
9,394422282240
10,433864510464
11,473306738688
12,512748966912
13,552191195136
14,591633423360
15,631075651584
16,670517879808
17,709960108032
18,749402336256
19,788844564480
20,828286792704
21,867729020928
22,907171249152
23,946613477376
24,986055705600
25,1025497933824
26,1064940162048
27,1104382390272
28,1143824618496
29,1183266846720
30,1222709074944
31,1262151303168
32,1301593531392
33,1341035759616
34,1380477987840
35,1419920216064
36,1459362444288
37,1498804672512
38,1538246900736
39,1577689128960
40,1617131357184
41,1656573585408
42,1696015813632
43,1735458041856
44,1774900270080
45,1814342498304
46,1853784726528
47,1893226954752
48,1932669182976
49,1972111411200
50,2011553639424
51,2050995867648
52,2090438095872
53,2129880324096
54,2169322552320
55,2208764780544
56,2248207008768
57,2287649236992
58,2327091465216
59,2366533693440
60,2405975921664
61,2445418149888
62,2484860378112
63,2524302606336
64,2563744834560
65,2603187062784
66,2642629291008
67,2682071519232
68,2721513747456
69,2760955975680
70,2800398203904
71,2839840432128
72,2879282660352
73,2918724888576
74,2958167116800
75,2997609345024
76,3037051573248
77,3076493801472
78,3115936029696
79,3155378257920
80,3194820486144
81,3234262714368
82,3273704942592
83,3313147170816
84,3352589399040
85,3392031627264
86,3431473855488
87,3470916083712
88,3510358311936
89,3549800540160
90,3589242768384
91,3628684996608
92,3668127224832
93,3707569453056
94,3747011681280
95,3786453909504
96,3825896137728
97,3865338365952
98,3904780594176
99,3944222822400
100,3983665050624
101,4023107278848
102,4062549507072
103,4101991735296
104,4141433963520
105,4180876191744
106,4220318419968
107,4259760648192
108,4299202876416
109,4338645104640
110,4378087332864
111,4417529561088
112,4456971789312
113,4496414017536
114,4535856245760
115,4575298473984
116,4614740702208
117,4654182930432
118,4693625158656
119,4733067386880
120,4772509615104
121,4811951843328
122,4851394071552
123,4890836299776
124,4930278528000
125,4969720756224
126,5009162984448
127,5048605212672
128,5088047440896
129,5127489669120
130,5166931897344
131,5206374125568
132,5245816353792
133,5285258582016
134,5324700810240
135,5364143038464
136,5403585266688
137,5443027494912
138,5482469723136
139,5521911951360
140,5561354179584
141,5600796407808
142,5640238636032
143,5679680864256
144,5719123092480
145,5758565320704
146,5798007548928
147,5837449777152
148,5876892005376
149,5916334233600
150,5955776461824
151,5995218690048
152,6034660918272
153,6074103146496
154,6113545374720
155,6152987602944
156,6192429831168
157,6231872059392
158,6271314287616
159,6310756515840
160,6350198744064
161,6389640972288
162,6429083200512
163,6468525428736
164,6507967656960
165,6547409885184
166,6586852113408
167,6626294341632
168,6665736569856
169,6705178798080
170,6744621026304
171,6784063254528
172,6823505482752
173,6862947710976
174,6902389939200
175,6941832167424
176,6981274395648
177,7020716623872
178,7060158852096
179,7099601080320
180,7139043308544
181,7178485536768
182,7217927764992
183,7257369993216
184,7296812221440
185,7336254449664
186,7375696677888
187,7415138906112
188,7454581134336
189,7494023362560
190,7533465590784
191,7572907819008
192,7612350047232
193,7651792275456
194,7691234503680
195,7730676731904
196,7770118960128
197,7809561188352
198,7849003416576
199,7888445644800
