Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,6938844160.0,29.185508728027344,10.36,28.656906127929688,10.77
0,27755376640.0,4.3578386306762695,19.82,4.307733535766602,20.31
10,235920701440.0,5.933448314666748,61.2,5.003325462341309,61.93
20,444086026240.0,11.146263122558594,76.84,13.376935958862305,76.04
30,652251351040.0,7.460082530975342,83.86,10.275571823120117,81.61
40,860416675840.0,9.341704368591309,87.6,11.30621337890625,83.82
50,1068582000640.0,10.94805908203125,89.96,13.796672821044922,85.13
60,1276747325440.0,9.08349323272705,91.68,11.903974533081055,85.78
70,1484912650240.0,7.9685282707214355,92.96,9.191638946533203,86.81
80,1693077975040.0,12.171927452087402,92.88,13.224350929260254,87.06
90,1901243299840.0,6.519036769866943,94.72,8.897844314575195,87.59
100,2109408624640.0,3.876528739929199,95.86,7.1670942306518555,88.11
110,2317573949440.0,7.565164089202881,95.4,11.809099197387695,87.72
120,2525739274240.0,8.176350593566895,95.8,8.849831581115723,87.94
130,2733904599040.0,4.276272296905518,97.08,6.56485652923584,88.31
140,2942069923840.0,6.300352573394775,96.96,9.593375205993652,88.33
150,3150235248640.0,3.8907337188720703,98.02,6.808446884155273,88.65
160,3358400573440.0,8.40534782409668,97.14,13.63967227935791,87.97
170,3566565898240.0,7.660468578338623,97.44,14.519877433776855,88.44
180,3774731223040.0,4.1364006996154785,98.44,8.213793754577637,88.82
190,3982896547840.0,3.521914482116699,97.84,7.718216419219971,88.94
200,4170245340160.0,4.227270603179932,98.18,10.347926139831543,88.74
