Epoch,Prob 0 train accuracy,Prob 1 train accuracy,Prob 2 train accuracy,Prob 3 train accuracy,Prob 4 train accuracy,Prob 5 train accuracy,Prob 6 train accuracy,Prob 7 train accuracy,Prob 8 train accuracy,Prob 9 train accuracy,Prob 10 train accuracy,Prob 11 train accuracy,Prob 12 train accuracy,Prob 13 train accuracy,Prob 14 train accuracy,Prob 15 train accuracy,Prob 0 test accuracy,Prob 1 test accuracy,Prob 2 test accuracy,Prob 3 test accuracy,Prob 4 test accuracy,Prob 5 test accuracy,Prob 6 test accuracy,Prob 7 test accuracy,Prob 8 test accuracy,Prob 9 test accuracy,Prob 10 test accuracy,Prob 11 test accuracy,Prob 12 test accuracy,Prob 13 test accuracy,Prob 14 test accuracy,Prob 15 test accuracy,Final test accuracy
0,1.894736842105263,2.5410526315789475,2.816842105263158,3.2231578946966875,9.982105263077585,16.806315789313064,20.09894736842105,14.763157894576223,7.767368420972322,0.8178947368421052,0.6673684210526316,0.6578947368421053,2.5673684210526315,10.413684210526316,26.361052631578946,38.518947368099816,2.55,4.38,4.23,5.95,13.05,21.74,24.57,21.19,8.22,0.71,0.48,0.5,2.67,14.04,26.5,38.23,39.34
1,2.8894736841703716,3.8989473684210525,4.205263157894737,4.434736842105263,12.087368421052632,19.76421052623548,23.14421052631579,19.02421052623548,8.34421052631579,1.0473684210526315,0.7694736842105263,0.6610526315789473,3.0873684210526315,11.102105263157895,27.914736842105263,40.636842105263156,2.05,3.65,3.07,4.47,10.81,20.17,23.26,19.31,7.24,0.96,0.64,0.51,3.13,10.63,27.49,38.87,39.34
2,2.876842105263158,3.815789473603901,4.058947368380898,4.66421052623548,12.506315789313065,20.52315789473684,24.282105263157895,20.052631578786748,9.056842105182849,1.0210526315789474,0.7326315789473684,0.64,3.223157894656533,12.047368420892013,28.37263157878675,40.811578947368425,2.55,3.67,3.76,5.0,12.56,23.12,25.93,22.86,9.03,1.04,0.5,0.83,4.75,12.88,27.14,38.63,39.34
3,2.9621052631177403,3.8599999999598453,4.289473684170372,5.591578947328267,12.79999999991969,21.314736842105262,24.986315789473686,20.650526315628856,9.027368421052632,1.0757894736440559,0.650526315749319,0.6368421052631579,3.168421052591424,12.301052631498639,28.582105263157896,41.02421052631579,3.19,4.4,4.92,4.48,13.75,22.78,26.17,22.39,8.85,0.9,0.74,0.55,3.5,12.33,28.55,38.7,39.34
4,3.011578947368421,4.022105263157894,4.351578947368421,5.168421052591424,12.94210526311774,20.715789473603902,24.413684210526316,19.967368421052633,9.143157894696687,0.9642105262756347,0.6957894736440559,0.66,3.2652631578545823,12.34210526311774,28.685263157894738,40.57999999967876,2.64,3.35,4.32,5.12,13.93,22.4,25.34,22.64,8.17,1.36,1.33,0.9,3.48,12.73,26.88,38.67,39.34
5,2.9694736841703717,3.7410526315387926,3.9852631578144275,4.9105263156288546,12.661052631257709,20.94842105263158,24.47473684146279,20.467368420410157,9.163157894576223,0.9610526315387926,0.7073684210526315,0.671578947368421,3.098947368380898,12.246315789473684,28.850526315789473,40.92,3.0,4.05,5.04,5.25,15.44,24.38,26.42,22.24,10.9,0.95,0.59,0.91,2.94,14.06,27.28,38.46,39.34
6,2.8957894736842107,3.525263157854582,4.0263157894335295,5.0399999999598455,12.6852631575735,20.96105263141833,24.891578947047183,20.013684210365696,9.261052631538792,1.050526315749319,0.7063157894335295,0.6389473683808979,3.3273684210526318,12.664210526275635,28.473684210365697,40.80421052599455,2.38,4.05,4.87,7.64,14.34,22.45,25.01,21.59,9.51,1.04,0.89,0.85,3.88,11.61,26.89,38.68,39.34
7,2.981052631538793,3.745263157734118,3.9431578944156045,4.847368420892013,12.8852631575735,21.03789473652087,24.583157894736843,19.626315789313065,9.234736842024954,1.2178947368421054,0.84,0.8189473684210526,3.2010526315387926,12.477894736681487,28.41999999983938,40.745263156931024,2.83,3.49,3.53,3.37,10.79,21.23,25.08,21.99,8.66,0.59,0.5,0.51,2.69,9.95,26.67,38.6,39.34
8,2.910526315749319,3.6505263157091643,3.8484210525512696,4.6147368420249535,12.373684210526315,20.357894736681487,24.3252631575735,19.829473684130217,8.982105263157894,1.0178947368421052,0.7557894736842106,0.608421052631579,3.130526315789474,11.586315789393375,28.11368420988384,40.67578947368421,2.87,4.66,3.99,5.99,14.3,23.75,26.58,21.72,9.42,1.32,0.88,0.87,3.18,13.03,28.08,38.54,39.34
9,3.0199999999598455,3.8010526315387927,4.201052631538793,5.274736842065108,12.870526315749318,21.51157894736842,25.529473684210526,21.10736842105263,9.776842105263158,1.0368421051828485,0.7242105262756348,0.6642105262756348,3.2599999999196907,13.031578947288113,28.906315789313066,40.67368421052632,2.88,4.18,5.48,7.31,15.25,23.13,25.84,23.39,8.97,0.77,0.54,0.55,3.81,13.17,27.17,38.93,39.34
