layer_names,pr
conv1,0.0
layer1.0.conv1,0.9477539
layer1.0.conv2,0.9568142
layer1.0.conv3,0.85424805
layer1.0.shortcut.0,0.85510254
layer1.1.conv1,0.9700928
layer1.1.conv2,0.97105575
layer1.1.conv3,0.81347656
layer1.2.conv1,0.75128174
layer1.2.conv2,0.68847656
layer1.2.conv3,0.5285034
layer2.0.conv1,0.573822
layer2.0.conv2,0.632921
layer2.0.conv3,0.572937
layer2.0.shortcut.0,0.69701385
layer2.1.conv1,0.589386
layer2.1.conv2,0.47677952
layer2.1.conv3,0.47254944
layer2.2.conv1,0.51168823
layer2.2.conv2,0.5217353
layer2.2.conv3,0.51779175
layer2.3.conv1,0.49134827
layer2.3.conv2,0.60582817
layer2.3.conv3,0.6600189
layer3.0.conv1,0.33648682
layer3.0.conv2,0.4668545
layer3.0.conv3,0.3657875
layer3.0.shortcut.0,0.53113747
layer3.1.conv1,0.54587555
layer3.1.conv2,0.47463143
layer3.1.conv3,0.3690033
layer3.2.conv1,0.40925217
layer3.2.conv2,0.3971371
layer3.2.conv3,0.39406586
layer3.3.conv1,0.58707047
layer3.3.conv2,0.7516259
layer3.3.conv3,0.6936989
layer3.4.conv1,0.5204582
layer3.4.conv2,0.6978268
layer3.4.conv3,0.6837845
layer3.5.conv1,0.7572174
layer3.5.conv2,0.9349196
layer3.5.conv3,0.9238701
layer4.0.conv1,0.52282333
layer4.0.conv2,0.8531859
layer4.0.conv3,0.9120865
layer4.0.shortcut.0,0.9458742
layer4.1.conv1,0.9650259
layer4.1.conv2,0.96345013
layer4.1.conv3,0.9647627
layer4.2.conv1,0.94070244
layer4.2.conv2,0.94552445
layer4.2.conv3,0.94415283
linear,0.0
