layer_names,pr
conv1,0.0
layer1.0.conv1,0.98657227
layer1.0.conv2,0.9977756
layer1.0.conv3,0.98706055
layer1.0.shortcut.0,0.89715576
layer1.1.conv1,1.0
layer1.1.conv2,1.0
layer1.1.conv3,1.0
layer1.2.conv1,0.9871216
layer1.2.conv2,0.99953884
layer1.2.conv3,0.9986572
layer2.0.conv1,1.0
layer2.0.conv2,1.0
layer2.0.conv3,1.0
layer2.0.shortcut.0,0.9108658
layer2.1.conv1,0.97280884
layer2.1.conv2,0.9444919
layer2.1.conv3,0.792099
layer2.2.conv1,0.70059204
layer2.2.conv2,0.42759195
layer2.2.conv3,0.36213684
layer2.3.conv1,0.5062256
layer2.3.conv2,0.4218818
layer2.3.conv3,0.4063263
layer3.0.conv1,0.389328
layer3.0.conv2,0.46198866
layer3.0.conv3,0.6072197
layer3.0.shortcut.0,0.6004486
layer3.1.conv1,0.8505173
layer3.1.conv2,0.8480971
layer3.1.conv3,0.8496399
layer3.2.conv1,0.728302
layer3.2.conv2,0.76856655
layer3.2.conv3,0.85491943
layer3.3.conv1,0.58311844
layer3.3.conv2,0.6576572
layer3.3.conv3,0.75758743
layer3.4.conv1,0.49111557
layer3.4.conv2,0.5528819
layer3.4.conv3,0.7073746
layer3.5.conv1,0.34946442
layer3.5.conv2,0.325019
layer3.5.conv3,0.56915283
layer4.0.conv1,0.25759506
layer4.0.conv2,0.34874472
layer4.0.conv3,0.29838467
layer4.0.shortcut.0,0.40291023
layer4.1.conv1,0.2615776
layer4.1.conv2,0.19984691
layer4.1.conv3,0.19401073
layer4.2.conv1,0.13446045
layer4.2.conv2,0.15254508
layer4.2.conv3,0.28893661
linear,0.0
