layer_names,pr
features.0,0.0
features.3,0.7393392
features.7,0.49058703
features.10,0.32383218
features.14,0.2184177
features.17,0.27796936
features.20,0.25256687
features.23,0.2075687
features.27,0.21244134
features.30,0.2750634
features.33,0.29483372
features.36,0.3168301
features.39,0.3154814
features.42,0.2860315
features.45,0.26853478
features.48,0.42336613
classifier,0.0
