layer_names,pr
conv1,0.0
layer1.0.conv1,0.9572754
layer1.0.conv2,0.9671224
layer1.0.conv3,0.85961914
layer1.0.shortcut.0,0.8444824
layer1.1.conv1,0.51519775
layer1.1.conv2,0.2799208
layer1.1.conv3,0.24761963
layer1.2.conv1,0.19146729
layer1.2.conv2,0.18934461
layer1.2.conv3,0.19995117
layer2.0.conv1,0.16571045
layer2.0.conv2,0.21350776
layer2.0.conv3,0.23435974
layer2.0.shortcut.0,0.28339386
layer2.1.conv1,0.28224182
layer2.1.conv2,0.21708849
layer2.1.conv3,0.20536804
layer2.2.conv1,0.19161987
layer2.2.conv2,0.19110785
layer2.2.conv3,0.20509338
layer2.3.conv1,0.3409729
layer2.3.conv2,0.5696275
layer2.3.conv3,0.5636139
layer3.0.conv1,0.16455841
layer3.0.conv2,0.2614407
layer3.0.conv3,0.20841599
layer3.0.shortcut.0,0.2550888
layer3.1.conv1,0.32582474
layer3.1.conv2,0.25545585
layer3.1.conv3,0.21463394
layer3.2.conv1,0.30826187
layer3.2.conv2,0.32384914
layer3.2.conv3,0.2827301
layer3.3.conv1,0.28619385
layer3.3.conv2,0.3237864
layer3.3.conv3,0.29478073
layer3.4.conv1,0.231987
layer3.4.conv2,0.27197605
layer3.4.conv3,0.29557037
layer3.5.conv1,0.22000885
layer3.5.conv2,0.3242374
layer3.5.conv3,0.36643982
layer4.0.conv1,0.25261116
layer4.0.conv2,0.54695386
layer4.0.conv3,0.5864811
layer4.0.shortcut.0,0.6248822
layer4.1.conv1,0.5231638
layer4.1.conv2,0.4276407
layer4.1.conv3,0.5362568
layer4.2.conv1,0.8170557
layer4.2.conv2,0.88793266
layer4.2.conv3,0.8192415
linear,0.0
