layer_names,pr
conv1,0.0
layer1.0.conv1,0.9875488
layer1.0.conv2,0.9836697
layer1.0.conv3,0.8621216
layer1.0.shortcut.0,0.8742676
layer1.1.conv1,0.989563
layer1.1.conv2,0.9993218
layer1.1.conv3,0.9976196
layer1.2.conv1,1.0
layer1.2.conv2,1.0
layer1.2.conv3,1.0
layer2.0.conv1,0.8270569
layer2.0.conv2,0.85561115
layer2.0.conv3,0.707428
layer2.0.shortcut.0,0.73973083
layer2.1.conv1,0.7637634
layer2.1.conv2,0.7643772
layer2.1.conv3,0.80747986
layer2.2.conv1,0.65682983
layer2.2.conv2,0.48446316
layer2.2.conv3,0.5505829
layer2.3.conv1,0.68255615
layer2.3.conv2,0.55510116
layer2.3.conv3,0.59576416
layer3.0.conv1,0.49098969
layer3.0.conv2,0.5072615
layer3.0.conv3,0.6646843
layer3.0.shortcut.0,0.721756
layer3.1.conv1,0.78240967
layer3.1.conv2,0.81684875
layer3.1.conv3,0.82006073
layer3.2.conv1,0.7720871
layer3.2.conv2,0.820794
layer3.2.conv3,0.77573013
layer3.3.conv1,0.6439476
layer3.3.conv2,0.6541426
layer3.3.conv3,0.5582199
layer3.4.conv1,0.5714836
layer3.4.conv2,0.5844048
layer3.4.conv3,0.5756798
layer3.5.conv1,0.5588875
layer3.5.conv2,0.5546553
layer3.5.conv3,0.5857506
layer4.0.conv1,0.2861805
layer4.0.conv2,0.40803868
layer4.0.conv3,0.43604183
layer4.0.shortcut.0,0.6368904
layer4.1.conv1,0.3778124
layer4.1.conv2,0.2888099
layer4.1.conv3,0.38699627
layer4.2.conv1,0.33246422
layer4.2.conv2,0.3264936
layer4.2.conv3,0.47406387
linear,0.0
