layer_names,pr
features.0,0.0
features.3,0.27267796
features.7,0.0579834
features.10,0.0075412327
features.14,0.0075174966
features.17,0.010491265
features.20,0.013860066
features.23,0.021002876
features.27,0.05582852
features.30,0.12852901
features.33,0.22006267
features.36,0.36817297
features.39,0.48315176
features.42,0.47994316
features.45,0.45352596
features.48,0.3651907
classifier,0.0
