Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,131668768.0,0.5909481644630432,1.9286581220967491e-07,30.62,0.5792248845100403,2.7396529844736506e-07,31.14
0,4081731808.0,0.5852164626121521,2.0091245289677317e-07,31.38,0.5717580914497375,2.7052337259192427e-07,32.02
10,43582362208.0,0.4688679873943329,2.552897058194503e-07,52.4,0.45881688594818115,3.347706183376431e-07,54.0
20,83082992608.0,0.4486439526081085,2.2938468191568973e-07,57.58,0.43932443857192993,3.537669215347705e-07,59.08
30,122583623008.0,0.41574957966804504,2.672193204489304e-07,66.4,0.40589261054992676,3.890126549777051e-07,67.06
40,162084253408.0,0.3189810514450073,5.107616516397684e-07,83.92,0.3148784339427948,6.842815878371766e-07,82.16
50,201584883808.0,0.2976948022842407,1.488596353738103e-06,87.94,0.30221402645111084,1.8212791701444075e-06,84.69
60,241085514208.0,0.29485023021698,2.104238774336409e-06,87.78,0.3022373914718628,2.2015460672264453e-06,84.59
70,280586144608.0,0.2956530749797821,2.134647274942836e-06,87.52,0.3024004399776459,3.0000687729625497e-06,84.41
80,320086775008.0,0.28478845953941345,5.656277153320843e-06,86.42,0.3064119815826416,8.811127372609917e-06,84.1
90,359587405408.0,0.23811577260494232,1.3823891094943974e-05,86.3,0.27370062470436096,1.740333391353488e-05,84.14
