Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,161562688.0,0.505678653717041,1.1709918226188165e-06,65.48,0.5057455897331238,1.2074575579390512e-06,66.93
0,5008443328.0,0.46170711517333984,1.1031279427697882e-06,69.48,0.4628874659538269,1.1354426305842935e-06,70.99
10,53477249728.0,0.22732481360435486,5.572957775257237e-07,89.14,0.2433623969554901,6.524489890580298e-07,86.05
20,101946056128.0,0.21659407019615173,6.899418849570793e-07,87.92,0.2368128001689911,6.673875532214879e-07,86.09
30,150414862528.0,0.2134806364774704,8.055221769609489e-07,89.14,0.22885803878307343,7.137383590816171e-07,86.37
40,198883668928.0,0.1915782243013382,1.2526877526397584e-06,89.18,0.20719517767429352,1.0728401775850216e-06,86.43
50,247352475328.0,0.17173485457897186,1.951351805473678e-06,88.34,0.19011999666690826,1.6583794604230206e-06,86.17
60,295821281728.0,0.16616293787956238,1.815114501368953e-06,88.48,0.18804526329040527,1.7651440202826052e-06,86.2
70,344290088128.0,0.16401515901088715,1.6701915228622966e-06,88.98,0.18257024884223938,1.9797435015789233e-06,86.26
80,392758894528.0,0.139937624335289,2.913958496719715e-06,88.86,0.17333287000656128,2.946413133031456e-06,86.6
90,441227700928.0,0.1300063580274582,4.1808534660958685e-06,89.66,0.164546400308609,4.068287125846837e-06,86.86
