layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.7441406
layer1.0.conv2_1x1,0.75512695
layer1.0.conv3_3x3,0.8128255
layer1.0.conv4_1x1,0.5527344
layer1.0.conv5_1x1,0.6815796
layer1.0.shortcut.0,0.70373535
layer2.0.conv1_1x1,0.7260437
layer2.0.conv2_1x1,0.675354
layer2.0.conv3_3x3,0.72300214
layer2.0.conv4_1x1,0.45611572
layer2.0.conv5_1x1,0.7627106
layer2.0.shortcut.0,0.80270386
layer3.0.conv1_1x1,0.83794403
layer3.0.conv2_1x1,0.7529144
layer3.0.conv3_3x3,0.8259871
layer3.0.conv4_1x1,0.5045624
layer3.0.conv5_1x1,0.77667236
layer3.0.shortcut.0,0.90088654
layer3.1.conv1_1x1,0.7474861
layer3.1.conv2_1x1,0.37538147
layer3.1.conv3_3x3,0.482783
layer3.1.conv4_1x1,0.29660034
layer3.1.conv5_1x1,0.71720505
layer4.0.conv1_1x1,0.9642525
layer4.0.conv2_1x1,0.9797783
layer4.0.conv3_3x3,0.9963595
layer4.0.conv4_1x1,0.9768753
layer4.0.conv5_1x1,0.9976654
layer4.0.shortcut.0,0.9952626
linear,0.0
