layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.5859375
layer1.0.conv2_1x1,0.58203125
layer1.0.conv3_3x3,0.517334
layer1.0.conv4_1x1,0.2553711
layer1.0.conv5_1x1,0.6010132
layer1.0.shortcut.0,0.4616089
layer2.0.conv1_1x1,0.54956055
layer2.0.conv2_1x1,0.4675293
layer2.0.conv3_3x3,0.6998359
layer2.0.conv4_1x1,0.34991455
layer2.0.conv5_1x1,0.7542877
layer2.0.shortcut.0,0.66355133
layer3.0.conv1_1x1,0.7459488
layer3.0.conv2_1x1,0.6552887
layer3.0.conv3_3x3,0.8401981
layer3.0.conv4_1x1,0.4690094
layer3.0.conv5_1x1,0.6809349
layer3.0.shortcut.0,0.7812767
layer3.1.conv1_1x1,0.838089
layer3.1.conv2_1x1,0.6601715
layer3.1.conv3_3x3,0.8107283
layer3.1.conv4_1x1,0.45811462
layer3.1.conv5_1x1,0.5766792
layer4.0.conv1_1x1,0.58727264
layer4.0.conv2_1x1,0.50761414
layer4.0.conv3_3x3,0.81422806
layer4.0.conv4_1x1,0.42774582
layer4.0.conv5_1x1,0.91243553
layer4.0.shortcut.0,0.9638305
linear,0.0
