layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.8413086
layer1.0.conv2_1x1,0.8378906
layer1.0.conv3_3x3,0.8727756
layer1.0.conv4_1x1,0.66430664
layer1.0.conv5_1x1,0.84814453
layer1.0.shortcut.0,0.8041382
layer2.0.conv1_1x1,0.8695984
layer2.0.conv2_1x1,0.8619385
layer2.0.conv3_3x3,0.85961914
layer2.0.conv4_1x1,0.5866089
layer2.0.conv5_1x1,0.88342285
layer2.0.shortcut.0,0.91929626
layer3.0.conv1_1x1,0.9344864
layer3.0.conv2_1x1,0.87942505
layer3.0.conv3_3x3,0.93281555
layer3.0.conv4_1x1,0.69241333
layer3.0.conv5_1x1,0.91324997
layer3.0.shortcut.0,0.9712734
layer3.1.conv1_1x1,0.90468216
layer3.1.conv2_1x1,0.5684204
layer3.1.conv3_3x3,0.6903483
layer3.1.conv4_1x1,0.44122314
layer3.1.conv5_1x1,0.8821068
layer4.0.conv1_1x1,0.9917526
layer4.0.conv2_1x1,0.99328995
layer4.0.conv3_3x3,0.9992858
layer4.0.conv4_1x1,0.9937897
layer4.0.conv5_1x1,0.999341
layer4.0.shortcut.0,0.99831486
linear,0.0
