Name,Dense Accuracy,Pruned Accuracy
resnet25_small_normal_cifar10_rf_level_6_sam_cifar10_100_res_224_gc_0_test_acc_91.52.pth,13.37,10.72
resnet25_small_normal_cifar10_rf_level_6_sam_cifar10_100_res_224_gc_0_test_acc_89.12.pth,13.04,11.5
resnet25_small_normal_cifar10_rf_level_6_sam_cifar10_100_res_224_gc_0_test_acc_91.1.pth,13.51,12.53
resnet25_small_normal_cifar10_rf_level_6_sam_cifar10_100_res_224_gc_0_test_acc_91.45.pth,13.15,11.18
