layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.25732422
layer1.0.conv2_1x1,0.23632812
layer1.0.conv3_3x3,0.49506295
layer1.0.conv4_1x1,0.26049805
layer1.0.conv5_1x1,0.47631836
layer1.0.shortcut.0,0.30725098
layer2.0.conv1_1x1,0.28427124
layer2.0.conv2_1x1,0.21221924
layer2.0.conv3_3x3,0.71274143
layer2.0.conv4_1x1,0.2411499
layer2.0.conv5_1x1,0.39564514
layer2.0.shortcut.0,0.4215393
layer3.0.conv1_1x1,1.0
layer3.0.conv2_1x1,1.0
layer3.0.conv3_3x3,1.0
layer3.0.conv4_1x1,1.0
layer3.0.conv5_1x1,1.0
layer3.0.shortcut.0,0.4413185
layer3.1.conv1_1x1,1.0
layer3.1.conv2_1x1,1.0
layer3.1.conv3_3x3,1.0
layer3.1.conv4_1x1,1.0
layer3.1.conv5_1x1,1.0
layer4.0.conv1_1x1,0.9979782
layer4.0.conv2_1x1,0.9997902
layer4.0.conv3_3x3,0.99999493
layer4.0.conv4_1x1,0.9996605
layer4.0.conv5_1x1,0.99928
layer4.0.shortcut.0,0.7884426
linear,0.0
