layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.5834961
layer1.0.conv2_1x1,0.6555176
layer1.0.conv3_3x3,0.73288304
layer1.0.conv4_1x1,0.47387695
layer1.0.conv5_1x1,0.67211914
layer1.0.shortcut.0,0.64959717
layer2.0.conv1_1x1,0.77557373
layer2.0.conv2_1x1,0.7327881
layer2.0.conv3_3x3,0.74745685
layer2.0.conv4_1x1,0.4605713
layer2.0.conv5_1x1,0.8293152
layer2.0.shortcut.0,0.82975006
layer3.0.conv1_1x1,0.8936386
layer3.0.conv2_1x1,0.8398285
layer3.0.conv3_3x3,0.90186054
layer3.0.conv4_1x1,0.5723877
layer3.0.conv5_1x1,0.79813385
layer3.0.shortcut.0,0.902153
layer3.1.conv1_1x1,0.8531761
layer3.1.conv2_1x1,0.55470276
layer3.1.conv3_3x3,0.667728
layer3.1.conv4_1x1,0.3651123
layer3.1.conv5_1x1,0.705883
layer4.0.conv1_1x1,0.8686676
layer4.0.conv2_1x1,0.83989716
layer4.0.conv3_3x3,0.9501716
layer4.0.conv4_1x1,0.8330536
layer4.0.conv5_1x1,0.9957752
layer4.0.shortcut.0,0.99913216
linear,0.0
