layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.72265625
layer1.0.conv2_1x1,0.82055664
layer1.0.conv3_3x3,0.82288957
layer1.0.conv4_1x1,0.69433594
layer1.0.conv5_1x1,0.76672363
layer1.0.shortcut.0,0.55633545
layer2.0.conv1_1x1,0.72946167
layer2.0.conv2_1x1,0.73516846
layer2.0.conv3_3x3,0.7390544
layer2.0.conv4_1x1,0.51123047
layer2.0.conv5_1x1,0.5766144
layer2.0.shortcut.0,0.65621185
layer3.0.conv1_1x1,0.6354523
layer3.0.conv2_1x1,0.5317688
layer3.0.conv3_3x3,0.63182575
layer3.0.conv4_1x1,0.3225708
layer3.0.conv5_1x1,0.53583527
layer3.0.shortcut.0,0.6766224
layer3.1.conv1_1x1,0.6018524
layer3.1.conv2_1x1,0.36177063
layer3.1.conv3_3x3,0.44051445
layer3.1.conv4_1x1,0.19963074
layer3.1.conv5_1x1,0.40084076
layer4.0.conv1_1x1,0.5039978
layer4.0.conv2_1x1,0.43585968
layer4.0.conv3_3x3,0.6529766
layer4.0.conv4_1x1,0.4459114
layer4.0.conv5_1x1,0.9162035
layer4.0.shortcut.0,0.97681236
linear,0.0
