layer_names,pr
conv1,0.0
layer1.0.conv1,0.6118164
layer1.0.conv2,0.54380965
layer1.0.conv3,0.41815186
layer1.0.shortcut.0,0.5482178
layer1.1.conv1,0.4064331
layer1.1.conv2,0.4183214
layer1.1.conv3,0.31427002
layer1.2.conv1,0.34265137
layer1.2.conv2,0.38083225
layer1.2.conv3,0.33239746
layer2.0.conv1,0.27490234
layer2.0.conv2,0.4206611
layer2.0.conv3,0.33789062
layer2.0.shortcut.0,0.4812088
layer2.1.conv1,0.46704102
layer2.1.conv2,0.42566597
layer2.1.conv3,0.37365723
layer2.2.conv1,0.41085815
layer2.2.conv2,0.42486572
layer2.2.conv3,0.4145813
layer2.3.conv1,0.3761444
layer2.3.conv2,0.4304606
layer2.3.conv3,0.48747253
layer3.0.conv1,0.45007324
layer3.0.conv2,0.69603306
layer3.0.conv3,0.6207123
layer3.0.shortcut.0,0.7715359
layer3.1.conv1,0.8035965
layer3.1.conv2,0.71358913
layer3.1.conv3,0.6624565
layer3.2.conv1,0.7950363
layer3.2.conv2,0.7489997
layer3.2.conv3,0.73475266
layer3.3.conv1,0.82956314
layer3.3.conv2,0.8378533
layer3.3.conv3,0.8375282
layer3.4.conv1,0.8534546
layer3.4.conv2,0.90885925
layer3.4.conv3,0.91841125
layer3.5.conv1,0.88475037
layer3.5.conv2,0.95929635
layer3.5.conv3,0.96896744
layer4.0.conv1,0.80394554
layer4.0.conv2,0.9965587
layer4.0.conv3,0.9999361
layer4.0.shortcut.0,0.9999976
layer4.1.conv1,0.99999523
layer4.1.conv2,0.9999775
layer4.1.conv3,0.9999876
layer4.2.conv1,0.99999714
layer4.2.conv2,0.99995846
layer4.2.conv3,0.9999752
linear,0.0
