layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.89038086
layer1.0.conv2_1x1,0.9729004
layer1.0.conv3_3x3,0.95548505
layer1.0.conv4_1x1,0.8203125
layer1.0.conv5_1x1,0.8930054
layer1.0.shortcut.0,0.5298462
layer2.0.conv1_1x1,0.6687317
layer2.0.conv2_1x1,0.5232544
layer2.0.conv3_3x3,0.76228166
layer2.0.conv4_1x1,0.42565918
layer2.0.conv5_1x1,0.8002777
layer2.0.shortcut.0,0.8165207
layer3.0.conv1_1x1,0.8401108
layer3.0.conv2_1x1,0.78045654
layer3.0.conv3_3x3,0.9225362
layer3.0.conv4_1x1,0.6112976
layer3.0.conv5_1x1,0.8093834
layer3.0.shortcut.0,0.8943043
layer3.1.conv1_1x1,0.94075775
layer3.1.conv2_1x1,0.82792664
layer3.1.conv3_3x3,0.9129317
layer3.1.conv4_1x1,0.61569214
layer3.1.conv5_1x1,0.7441635
layer4.0.conv1_1x1,0.77453613
layer4.0.conv2_1x1,0.70183945
layer4.0.conv3_3x3,0.9423735
layer4.0.conv4_1x1,0.6050987
layer4.0.conv5_1x1,0.96238136
layer4.0.shortcut.0,0.9892192
linear,0.0
