layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.47631836
layer1.0.conv2_1x1,0.5136719
layer1.0.conv3_3x3,0.579834
layer1.0.conv4_1x1,0.37280273
layer1.0.conv5_1x1,0.7149658
layer1.0.shortcut.0,0.3609619
layer2.0.conv1_1x1,0.40286255
layer2.0.conv2_1x1,0.30493164
layer2.0.conv3_3x3,0.50652397
layer2.0.conv4_1x1,0.2421875
layer2.0.conv5_1x1,0.578125
layer2.0.shortcut.0,0.54740906
layer3.0.conv1_1x1,0.5341034
layer3.0.conv2_1x1,0.46366882
layer3.0.conv3_3x3,0.6749827
layer3.0.conv4_1x1,0.3117218
layer3.0.conv5_1x1,0.46853638
layer3.0.shortcut.0,0.6225395
layer3.1.conv1_1x1,0.7327728
layer3.1.conv2_1x1,0.5803833
layer3.1.conv3_3x3,0.73853725
layer3.1.conv4_1x1,0.3771057
layer3.1.conv5_1x1,0.48238754
layer4.0.conv1_1x1,0.4695835
layer4.0.conv2_1x1,0.42007828
layer4.0.conv3_3x3,0.7211554
layer4.0.conv4_1x1,0.3486557
layer4.0.conv5_1x1,0.8288603
layer4.0.shortcut.0,0.9039383
linear,0.0
