layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.564209
layer1.0.conv2_1x1,0.57250977
layer1.0.conv3_3x3,0.59280056
layer1.0.conv4_1x1,0.30639648
layer1.0.conv5_1x1,0.42608643
layer1.0.shortcut.0,0.48065186
layer2.0.conv1_1x1,0.41619873
layer2.0.conv2_1x1,0.3961792
layer2.0.conv3_3x3,0.45326063
layer2.0.conv4_1x1,0.21643066
layer2.0.conv5_1x1,0.4498291
layer2.0.shortcut.0,0.5370636
layer3.0.conv1_1x1,0.5408478
layer3.0.conv2_1x1,0.42645264
layer3.0.conv3_3x3,0.51587933
layer3.0.conv4_1x1,0.2499237
layer3.0.conv5_1x1,0.43443298
layer3.0.shortcut.0,0.5865059
layer3.1.conv1_1x1,0.40008545
layer3.1.conv2_1x1,0.16687012
layer3.1.conv3_3x3,0.21758863
layer3.1.conv4_1x1,0.12104797
layer3.1.conv5_1x1,0.32642746
layer4.0.conv1_1x1,0.6204395
layer4.0.conv2_1x1,0.6577072
layer4.0.conv3_3x3,0.8230506
layer4.0.conv4_1x1,0.6461792
layer4.0.conv5_1x1,0.9457226
layer4.0.shortcut.0,0.9240985
linear,0.0
