layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.83496094
layer1.0.conv2_1x1,0.83813477
layer1.0.conv3_3x3,0.8174913
layer1.0.conv4_1x1,0.5822754
layer1.0.conv5_1x1,0.7114258
layer1.0.shortcut.0,0.8218384
layer2.0.conv1_1x1,0.8645325
layer2.0.conv2_1x1,0.8565674
layer2.0.conv3_3x3,0.87040204
layer2.0.conv4_1x1,0.6576538
layer2.0.conv5_1x1,0.86743164
layer2.0.shortcut.0,0.85648346
layer3.0.conv1_1x1,0.8925247
layer3.0.conv2_1x1,0.8198242
layer3.0.conv3_3x3,0.8972914
layer3.0.conv4_1x1,0.57525635
layer3.0.conv5_1x1,0.8099022
layer3.0.shortcut.0,0.92121124
layer3.1.conv1_1x1,0.87246704
layer3.1.conv2_1x1,0.5961609
layer3.1.conv3_3x3,0.7002394
layer3.1.conv4_1x1,0.38702393
layer3.1.conv5_1x1,0.730217
layer4.0.conv1_1x1,0.8506336
layer4.0.conv2_1x1,0.79328156
layer4.0.conv3_3x3,0.9319365
layer4.0.conv4_1x1,0.779274
layer4.0.conv5_1x1,0.99134445
layer4.0.shortcut.0,0.9983945
linear,0.0
