layer_names,pr
conv1,0.0
layer1.0.conv1,0.24438477
layer1.0.conv2,0.4788954
layer1.0.conv3,0.31140137
layer1.0.shortcut.0,0.3010254
layer1.1.conv1,0.41589355
layer1.1.conv2,0.49264866
layer1.1.conv3,0.31939697
layer1.2.conv1,0.477417
layer1.2.conv2,0.59488934
layer1.2.conv3,0.3534546
layer2.0.conv1,0.42468262
layer2.0.conv2,0.6394246
layer2.0.conv3,0.42578125
layer2.0.shortcut.0,0.5837631
layer2.1.conv1,0.58325195
layer2.1.conv2,0.5900947
layer2.1.conv3,0.4124298
layer2.2.conv1,0.52853394
layer2.2.conv2,0.57387966
layer2.2.conv3,0.42459106
layer2.3.conv1,0.49534607
layer2.3.conv2,0.57166886
layer2.3.conv3,0.43688965
layer3.0.conv1,0.5472946
layer3.0.conv2,0.7991994
layer3.0.conv3,0.6066475
layer3.0.shortcut.0,0.7825928
layer3.1.conv1,0.76340103
layer3.1.conv2,0.7677273
layer3.1.conv3,0.60134506
layer3.2.conv1,0.74059296
layer3.2.conv2,0.80060494
layer3.2.conv3,0.64173126
layer3.3.conv1,0.7607155
layer3.3.conv2,0.8488973
layer3.3.conv3,0.6807251
layer3.4.conv1,0.80474854
layer3.4.conv2,0.9007348
layer3.4.conv3,0.7160187
layer3.5.conv1,0.8634567
layer3.5.conv2,0.94763184
layer3.5.conv3,0.74289703
layer4.0.conv1,0.9073963
layer4.0.conv2,0.9962459
layer4.0.conv3,0.9576025
layer4.0.shortcut.0,0.99367476
layer4.1.conv1,0.99977875
layer4.1.conv2,0.99995124
layer4.1.conv3,0.9912529
layer4.2.conv1,0.99966526
layer4.2.conv2,0.9999161
layer4.2.conv3,0.9866333
linear,0.0
