layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.23852539
layer1.0.conv2_1x1,0.25561523
layer1.0.conv3_3x3,0.49354383
layer1.0.conv4_1x1,0.20629883
layer1.0.conv5_1x1,0.23883057
layer1.0.shortcut.0,0.24914551
layer2.0.conv1_1x1,0.4791565
layer2.0.conv2_1x1,0.35565186
layer2.0.conv3_3x3,0.76038957
layer2.0.conv4_1x1,0.33831787
layer2.0.conv5_1x1,0.36090088
layer2.0.shortcut.0,0.49916077
layer3.0.conv1_1x1,0.6434326
layer3.0.conv2_1x1,0.47639465
layer3.0.conv3_3x3,0.8438941
layer3.0.conv4_1x1,0.42912292
layer3.0.conv5_1x1,0.49972916
layer3.0.shortcut.0,0.69911575
layer3.1.conv1_1x1,0.7548218
layer3.1.conv2_1x1,0.43728638
layer3.1.conv3_3x3,0.75937057
layer3.1.conv4_1x1,0.36817932
layer3.1.conv5_1x1,0.49132538
layer4.0.conv1_1x1,0.7237778
layer4.0.conv2_1x1,0.5666084
layer4.0.conv3_3x3,0.9370918
layer4.0.conv4_1x1,0.6489525
layer4.0.conv5_1x1,0.75555897
layer4.0.shortcut.0,0.96228313
linear,0.0
