layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.83203125
layer1.0.conv2_1x1,0.8510742
layer1.0.conv3_3x3,0.839247
layer1.0.conv4_1x1,0.5031738
layer1.0.conv5_1x1,0.73742676
layer1.0.shortcut.0,0.75476074
layer2.0.conv1_1x1,0.7665405
layer2.0.conv2_1x1,0.76379395
layer2.0.conv3_3x3,0.7935113
layer2.0.conv4_1x1,0.5072632
layer2.0.conv5_1x1,0.8315735
layer2.0.shortcut.0,0.83071136
layer3.0.conv1_1x1,0.8801575
layer3.0.conv2_1x1,0.825943
layer3.0.conv3_3x3,0.8814511
layer3.0.conv4_1x1,0.56040955
layer3.0.conv5_1x1,0.7820358
layer3.0.shortcut.0,0.90309715
layer3.1.conv1_1x1,0.8293495
layer3.1.conv2_1x1,0.5310364
layer3.1.conv3_3x3,0.6224365
layer3.1.conv4_1x1,0.32867432
layer3.1.conv5_1x1,0.68653107
layer4.0.conv1_1x1,0.88344383
layer4.0.conv2_1x1,0.88391495
layer4.0.conv3_3x3,0.9628571
layer4.0.conv4_1x1,0.8656502
layer4.0.conv5_1x1,0.9931879
layer4.0.shortcut.0,0.9941039
linear,0.0
