layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.41503906
layer1.0.conv2_1x1,0.4230957
layer1.0.conv3_3x3,0.7371419
layer1.0.conv4_1x1,0.3647461
layer1.0.conv5_1x1,0.40631104
layer1.0.shortcut.0,0.42022705
layer2.0.conv1_1x1,0.75387573
layer2.0.conv2_1x1,0.59295654
layer2.0.conv3_3x3,0.9559394
layer2.0.conv4_1x1,0.55841064
layer2.0.conv5_1x1,0.6070099
layer2.0.shortcut.0,0.79465485
layer3.0.conv1_1x1,0.90663147
layer3.0.conv2_1x1,0.7628021
layer3.0.conv3_3x3,0.9791141
layer3.0.conv4_1x1,0.6781006
layer3.0.conv5_1x1,0.7992172
layer3.0.shortcut.0,0.9660015
layer3.1.conv1_1x1,0.95861435
layer3.1.conv2_1x1,0.6985321
layer3.1.conv3_3x3,0.9499122
layer3.1.conv4_1x1,0.5925751
layer3.1.conv5_1x1,0.78804016
layer4.0.conv1_1x1,0.94347
layer4.0.conv2_1x1,0.83950424
layer4.0.conv3_3x3,0.99784684
layer4.0.conv4_1x1,0.91186523
layer4.0.conv5_1x1,0.9951782
layer4.0.shortcut.0,1.0
linear,0.0
