Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,94573120.0,0.7566141486167908,1.4022594996276894e-06,28.3,0.755311131477356,1.9052293964705314e-06,29.48
0,2931766720.0,0.6384071707725525,1.3309287396623404e-06,35.18,0.6397620439529419,1.807018747967959e-06,36.84
10,31303702720.0,0.2544247806072235,1.1450274541857652e-06,82.44,0.2765844464302063,1.5133261968003353e-06,81.54
20,59675638720.0,0.23981580138206482,1.4833042314421618e-06,83.16,0.26718536019325256,1.5225595006995718e-06,82.18
30,88047574720.0,0.23069500923156738,1.184621737593261e-06,84.14,0.2570040225982666,1.6018326505218283e-06,82.67
40,116419510720.0,0.20065979659557343,2.0265165403543506e-06,85.06,0.23128452897071838,2.1620376173814293e-06,83.23
50,144791446720.0,0.1767440289258957,2.399931418040069e-06,84.68,0.20825634896755219,3.1736065011500614e-06,83.39
60,173163382720.0,0.1743796169757843,2.44209218180913e-06,85.72,0.20380418002605438,3.489532900857739e-06,83.39
70,201535318720.0,0.16716931760311127,2.4029163796512876e-06,85.22,0.19949156045913696,3.911674411938293e-06,83.54
80,229907254720.0,0.15132389962673187,3.7095587686053477e-06,85.88,0.18239489197731018,5.662575404130621e-06,84.26
90,258279190720.0,0.1314195692539215,4.850518052990083e-06,86.94,0.17223049700260162,7.400927643175237e-06,84.7
