Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,149937616.0,0.7909733653068542,2.1880709937249776e-06,78.16,0.7440640330314636,2.1107325665070675e-06,77.86
0,4648066096.0,0.3862355947494507,1.439374955225503e-06,90.92,0.3671605587005615,1.453523395866796e-06,87.74
10,49629350896.0,0.16658717393875122,1.343141093457234e-06,95.28,0.20467080175876617,1.4609439631385612e-06,91.29
20,94610635696.0,0.16318963468074799,1.3755113741353853e-06,95.44,0.1984698474407196,1.5518357940891292e-06,91.28
30,139591920496.0,0.15173426270484924,1.4923448361514602e-06,96.06,0.18890920281410217,1.7500819922133815e-06,91.56
40,184573205296.0,0.11850735545158386,2.261686859128531e-06,95.58,0.16525813937187195,2.6444884042575723e-06,91.58
50,229554490096.0,0.11504030227661133,2.1403650407592067e-06,95.9,0.15900573134422302,3.4988167953997618e-06,91.48
60,274535774896.0,0.09941837191581726,3.7225649975880515e-06,95.8,0.16062971949577332,3.627856585808331e-06,91.46
70,319517059696.0,0.09465877711772919,3.557723630365217e-06,96.12,0.1631534844636917,3.838545126200188e-06,91.45
80,364498344496.0,0.08351573348045349,4.092317794857081e-06,95.84,0.1570311337709427,5.174775651539676e-06,91.58
90,409479629296.0,0.07766829431056976,7.3284968493680935e-06,96.3,0.15412724018096924,6.187086455611279e-06,91.59
