;train accuracy;test accuracy;train-saturation_features-0;train-saturation_features-4;train-saturation_features-8;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-31;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_classifier;eval-saturation_features-0;eval-saturation_features-4;eval-saturation_features-8;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-31;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_classifier;average-train-sat;average-eval-sat
0;99.936;93.38;0.140625;0.484375;0.53125;0.7421875;0.7265625;0.76953125;0.5703125;0.28515625;0.09375;0.056640625;0.013671875;0.01171875;0.009765625;0.01953125;0.02734375;0.015625;0.8;0.140625;0.515625;0.515625;0.7265625;0.72265625;0.77734375;0.58203125;0.28125;0.087890625;0.0546875;0.013671875;0.01171875;0.009765625;0.01953125;0.025390625;0.015625;0.8;;
