;train accuracy;test accuracy;train-saturation_features-0;train-saturation_maxpool-logit-conv;train-saturation_features-4;train-saturation_features-8;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-31;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_classifier;eval-saturation_features-0;eval-saturation_maxpool-logit-conv;eval-saturation_features-4;eval-saturation_features-8;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-31;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_classifier;average-train-sat;average-eval-sat
0;99.902;93.07;0.171875;0.296875;0.5625;0.5703125;0.75;0.72265625;0.78125;0.6328125;0.328125;0.099609375;0.05859375;0.015625;0.01171875;0.01171875;0.017578125;0.02734375;0.013671875;0.7;0.171875;0.3125;0.546875;0.5546875;0.7421875;0.71875;0.78515625;0.640625;0.33203125;0.09375;0.056640625;0.015625;0.01171875;0.01171875;0.017578125;0.02734375;0.015625;0.7;;
