;train accuracy;test accuracy;train-saturation_features-0;train-saturation_maxpool-logit-conv;train-saturation_features-4;train-saturation_features-8;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-31;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_classifier;eval-saturation_features-0;eval-saturation_maxpool-logit-conv;eval-saturation_features-4;eval-saturation_features-8;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-31;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_classifier;average-train-sat;average-eval-sat
0;99.858;93.01;0.15625;0.296875;0.578125;0.5703125;0.75;0.71875;0.78515625;0.6328125;0.3359375;0.099609375;0.05859375;0.017578125;0.009765625;0.01171875;0.021484375;0.029296875;0.015625;0.8;0.171875;0.3125;0.5625;0.5546875;0.7421875;0.71875;0.79296875;0.64453125;0.34375;0.09375;0.05859375;0.017578125;0.009765625;0.013671875;0.021484375;0.029296875;0.015625;0.8;;
