;train accuracy;test accuracy;train-saturation_features-0;train-saturation_features-4;train-saturation_features-8;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-31;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_classifier;eval-saturation_features-0;eval-saturation_features-4;eval-saturation_features-8;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-31;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_classifier;average-train-sat;average-eval-sat
0;75.106;71.05;0.09375;0.75;0.7421875;0.7890625;0.28515625;0.1171875;0.05859375;0.03515625;0.001953125;0.001953125;0.001953125;0.001953125;0.005859375;0.0078125;0.013671875;0.0234375;0.6;0.078125;0.734375;0.734375;0.78125;0.27734375;0.12109375;0.0546875;0.03125;0.001953125;0.001953125;0.001953125;0.001953125;0.005859375;0.0078125;0.01171875;0.0234375;0.7;;
