Epoch,Prob 0 train accuracy,Prob 1 train accuracy,Prob 2 train accuracy,Prob 3 train accuracy,Prob 4 train accuracy,Prob 5 train accuracy,Prob 6 train accuracy,Prob 7 train accuracy,Prob 8 train accuracy,Prob 9 train accuracy,Prob 10 train accuracy,Prob 11 train accuracy,Prob 12 train accuracy,Prob 13 train accuracy,Prob 14 train accuracy,Prob 15 train accuracy,Prob 16 train accuracy,Prob 17 train accuracy,Prob 18 train accuracy,Prob 19 train accuracy,Prob 20 train accuracy,Prob 21 train accuracy,Prob 22 train accuracy,Prob 23 train accuracy,Prob 24 train accuracy,Prob 25 train accuracy,Prob 26 train accuracy,Prob 27 train accuracy,Prob 28 train accuracy,Prob 29 train accuracy,Prob 30 train accuracy,Prob 31 train accuracy,Prob 32 train accuracy,Prob 33 train accuracy,Prob 34 train accuracy,Prob 35 train accuracy,Prob 36 train accuracy,Prob 37 train accuracy,Prob 38 train accuracy,Prob 39 train accuracy,Prob 40 train accuracy,Prob 41 train accuracy,Prob 42 train accuracy,Prob 43 train accuracy,Prob 44 train accuracy,Prob 45 train accuracy,Prob 46 train accuracy,Prob 47 train accuracy,Prob 48 train accuracy,Prob 0 test accuracy,Prob 1 test accuracy,Prob 2 test accuracy,Prob 3 test accuracy,Prob 4 test accuracy,Prob 5 test accuracy,Prob 6 test accuracy,Prob 7 test accuracy,Prob 8 test accuracy,Prob 9 test accuracy,Prob 10 test accuracy,Prob 11 test accuracy,Prob 12 test accuracy,Prob 13 test accuracy,Prob 14 test accuracy,Prob 15 test accuracy,Prob 16 test accuracy,Prob 17 test accuracy,Prob 18 test accuracy,Prob 19 test accuracy,Prob 20 test accuracy,Prob 21 test accuracy,Prob 22 test accuracy,Prob 23 test accuracy,Prob 24 test accuracy,Prob 25 test accuracy,Prob 26 test accuracy,Prob 27 test accuracy,Prob 28 test accuracy,Prob 29 test accuracy,Prob 30 test accuracy,Prob 31 test accuracy,Prob 32 test accuracy,Prob 33 test accuracy,Prob 34 test accuracy,Prob 35 test accuracy,Prob 36 test accuracy,Prob 37 test accuracy,Prob 38 test accuracy,Prob 39 test accuracy,Prob 40 test accuracy,Prob 41 test accuracy,Prob 42 test accuracy,Prob 43 test accuracy,Prob 44 test accuracy,Prob 45 test accuracy,Prob 46 test accuracy,Prob 47 test accuracy,Prob 48 test accuracy,Final test accuracy
0,18.45111110873752,19.544444444444444,20.695555555555554,31.913333332655164,26.737777776082357,21.8955555545383,37.23111110839844,23.859999999321833,19.402222221544054,40.83555555013021,42.38888888414171,52.280000001356335,61.52888889024523,47.242222220865884,46.0777777730306,67.03777777913412,48.2244444410536,49.679999997287325,73.96666666259766,50.23999999728733,29.077777776421442,83.24444444037543,84.98888888481987,92.39111110297308,95.81777776963976,46.81777777777778,13.8888888865153,96.37111110297309,46.36666666124132,16.61333333129883,96.5222222140842,20.355555554538302,10.891111110772027,96.73999999186198,23.67333333299425,10.982222222222223,97.03555554877387,34.873333328586156,10.377777777777778,96.80888888210721,73.49333332655165,87.48222221272786,99.11999999321831,9.988888888380263,9.988888888380263,99.11111110432942,9.79555555504693,9.86666666531033,99.13333332655165,23.12,22.64,27.42,35.63,32.07,34.62,42.48,37.32,22.4,46.33,54.73,61.09,65.54,57.27,54.81,69.98,61.12,62.01,76.18,68.34,48.63,81.82,86.18,87.4,88.28,44.84,20.17,88.87,57.71,20.22,89.22,33.08,11.73,89.61,21.6,13.1,89.74,48.83,11.72,89.82,81.5,84.22,90.78,10.0,10.0,90.8,10.0,10.0,90.81,90.91
1,23.6422222205268,25.966666666666665,26.833333331637913,37.964444443088105,33.504444444444445,35.2111111070421,44.18666666327582,37.922222222222224,31.906666663275825,48.68222222222222,55.319999997287326,63.38666666124132,68.71555555419921,59.64444444240994,55.95555555013021,73.4155555460612,61.83777777167426,64.3044444430881,80.83999999864366,74.16888887803819,61.45777776828342,88.03555555148654,94.43555554877388,97.0911111111111,97.94666665988498,57.77111110568576,28.76222221883138,98.39555554877387,69.84444444444445,21.657777775743273,98.66444444444444,35.72222221747504,16.151111109754773,98.92666666666666,32.84666666531033,19.395555553860135,99.04222222222222,50.22666666395399,16.62888888719347,99.15555555555555,88.65999999186198,93.30666665717231,99.60444444444444,9.844444444190131,10.071111110856798,99.60444444444444,10.015555555301242,10.002222221967909,99.60444444444444,23.53,25.25,26.7,38.11,33.71,36.27,44.38,39.26,31.93,48.66,55.14,62.54,67.84,58.02,56.84,71.71,59.77,62.81,77.5,67.89,57.04,82.36,86.37,87.65,88.22,48.52,33.08,88.74,61.75,19.56,89.18,44.03,16.25,89.69,30.19,18.85,89.68,50.78,17.64,89.96,83.03,84.82,90.8,10.0,10.0,90.83,10.0,10.0,90.83,90.91
2,24.573333333333334,27.13999999932183,27.688888887193468,39.27999999932183,34.46222222086588,37.44888888481988,45.25111110839844,39.571111105685766,36.63333333062066,49.526666666666664,56.02444444444444,64.14444443766276,69.8222222140842,59.90888888346354,56.09555555284288,74.38444443901909,61.62666666395399,64.66666665988498,81.77333332655165,74.73999998914931,69.34444444173177,88.36888888888889,94.60888888075087,97.11999999864366,97.8488888821072,59.82444444580078,38.413333329264326,98.34222221544054,71.91555555419922,24.664444443766275,98.64444444444445,47.78222221883138,18.851111110093857,98.89111111111112,37.557777773708764,20.99555555284288,99.03777777777778,56.78444443834093,21.208888886854385,99.1511111111111,91.87999999593099,93.38888888481988,99.59777777777778,9.786666665988498,9.744444443766277,99.59555555555555,9.791111110432944,9.759999999321831,99.59555555555555,22.65,23.08,27.04,37.25,32.55,36.58,43.77,37.5,36.85,47.79,53.63,62.96,67.91,58.13,58.04,72.35,59.84,64.8,77.75,69.35,60.93,82.59,86.59,87.77,88.24,53.95,32.42,88.76,66.87,23.8,89.12,43.6,18.68,89.54,43.53,19.63,89.76,47.13,20.23,90.01,81.66,84.28,90.9,10.0,10.0,90.89,10.0,10.0,90.86,90.91
3,24.87999999830458,27.522222221544055,27.793333332655166,40.07999999593099,34.31111111111111,36.76444444444444,45.70444443969726,39.39777777709961,37.41111111111111,49.526666662597655,55.553333328586156,64.4244444430881,70.12666666259766,60.0244444410536,57.124444439697264,74.69999999457465,61.475555552842884,65.32222221272787,82.06222221544054,74.9955555501302,70.99555555284289,88.67111110839843,94.85555555419921,97.06222222086589,97.80444443766277,62.26444444376627,37.88888888549805,98.30888888753255,74.85333332383898,27.831111109754776,98.56888888753255,50.87999999457465,19.862222220187718,98.82444444308811,44.8844444410536,21.66888888821072,98.94222222086589,59.24888888549805,22.122222221204968,99.073333331977,91.51999998914931,93.28222221137153,99.60222221544053,9.87555555504693,9.862222221713596,99.59999999321832,9.88666666615804,9.891111110602484,99.59777777099609,23.27,25.41,26.73,38.83,34.33,36.11,44.56,40.99,37.27,48.75,55.7,64.15,68.29,59.42,57.84,72.57,59.99,62.76,78.06,71.35,61.83,82.65,86.35,87.81,88.21,53.7,29.0,88.7,67.23,25.2,89.05,46.92,21.48,89.4,46.16,22.47,89.66,45.47,23.25,89.92,83.59,85.21,90.9,10.0,10.0,90.91,10.0,10.0,90.91,90.91
4,24.99111111111111,27.15777777642144,27.348888885498045,40.11555555555555,34.43555555013021,36.673333329942494,45.77555555284288,40.65333332858616,38.751111105685766,49.71999999932183,56.46666666666667,65.14888889024523,70.40888888075087,60.439999993896485,57.72888888414171,74.94666665717232,62.01333332383898,65.04666665717231,82.17555555148654,75.95999999864367,70.18888888888888,88.87999999050564,94.59777777642144,97.12666666531032,97.82666666531033,62.59555555013021,36.67333333062066,98.33333333333333,76.08222221544054,27.61111110772027,98.60222221544053,52.208888888888886,22.935555552164715,98.84666665988499,48.42888888549805,21.175555554199217,98.9977777709961,59.17777777777778,24.664444442070856,99.1511111111111,92.85333332248264,93.52666666259766,99.61111111111111,9.953333332485624,9.953333332485624,99.61111111111111,9.955555554707844,9.953333332485624,99.60444444444444,23.14,26.26,30.35,37.5,34.09,35.9,42.9,37.91,32.0,46.77,53.47,62.94,67.57,57.78,55.93,71.86,59.45,64.52,77.58,70.83,70.1,82.8,86.65,87.65,88.22,57.33,28.77,88.78,67.2,26.28,89.19,50.86,19.46,89.56,43.52,20.59,89.89,47.75,18.1,90.04,83.06,84.19,90.93,10.0,10.0,90.95,10.0,10.0,90.93,90.91
5,25.07555555352105,27.50666666463216,28.013333332655165,40.59555555352105,34.771111110093855,36.815555554877385,45.95999999932183,39.611111105685765,37.75555555487739,49.86222221747504,55.1444444390191,64.7911111070421,70.33999999321831,59.87999999728733,57.122222220865886,74.96444443630642,61.45777777438693,65.46666666259766,82.26888888617621,75.71777776828343,72.97777776828342,88.86666665988498,94.74888888481988,97.22444443630643,97.96666665852865,64.14444443834093,36.82666666531033,98.45111110975478,75.7577777709961,29.384444441053603,98.7244444430881,54.717777777099606,21.042222221544055,98.98444444308811,49.015555553521054,22.05555555419922,99.11111110432942,58.21333333129883,24.002222222222223,99.20444443766276,92.90888888075087,93.60666666259766,99.63111111111111,9.831111110432943,9.831111110432943,99.63111111111111,9.831111110432943,9.831111110432943,99.63111111111111,23.82,26.35,27.53,40.16,33.24,35.44,46.73,40.45,34.5,51.12,55.05,64.62,68.67,59.22,57.24,73.02,58.59,61.67,78.52,71.75,68.54,82.91,86.86,87.88,88.27,57.88,30.72,88.65,66.68,27.25,89.13,52.91,20.0,89.58,42.97,18.76,89.74,54.46,22.03,89.97,83.93,85.1,90.87,10.0,10.0,90.87,10.0,10.0,90.87,90.91
6,25.333333331637913,27.55111110772027,27.762222220187716,40.859999998643666,34.43999999728732,36.924444443088106,46.324444444444445,40.515555553521054,39.593333328586155,50.42222222018772,55.75333332655165,65.11555555419922,70.42888888075086,60.273333323838976,57.27555555148655,74.9777777709961,61.15555555148654,64.57999999728733,82.18888888210721,76.03333332519531,73.02444444173177,88.83999999457465,94.81999999186198,97.26888888753255,97.93333332655165,65.48888888753255,39.94222221747504,98.45333332655164,75.96666666531033,31.382222219509547,98.7088888888889,55.07111110839844,22.186666665649415,98.93111111111111,47.78888888414171,20.90444444410536,99.03333333333333,61.45555555013021,25.215555553860135,99.17777777777778,92.68666666259766,93.47111110839843,99.65777777777778,9.799999999745687,9.795555555301242,99.65777777777778,9.799999999745687,9.799999999745687,99.65777777777778,23.94,25.99,28.79,39.45,34.52,37.06,43.88,40.27,40.08,48.41,56.31,65.1,68.45,59.69,58.65,72.61,59.74,63.81,78.32,71.92,67.17,82.88,86.46,87.82,88.21,54.89,41.41,88.67,67.85,26.77,89.14,52.91,19.01,89.59,43.0,19.23,89.73,54.72,20.37,89.88,84.85,85.35,90.89,10.0,10.0,90.9,10.0,10.0,90.9,90.91
7,25.195555553181965,27.595555555555556,28.004444441053604,40.63777777438693,34.611111106363936,36.31555555352105,46.07777777709961,40.66444443969726,40.18666666191949,49.91777777642144,56.1111111070421,65.42888888753255,70.27555555148655,60.45999999525282,57.95555555216471,74.89111110026042,61.637777771674266,65.57777777913411,82.3622222140842,76.82222221679687,72.99111110839844,88.72,94.58444443630643,97.12666666531032,97.81111110975478,64.93555555419921,39.14444444173177,98.31111110432943,77.09777777099609,32.87111111043294,98.60444443766276,54.98000000135634,22.446666663953994,98.85333333333334,48.89999999525282,21.175555553181965,99.01555555555555,59.76444444308811,22.993333333333332,99.17777777777778,93.47555555148655,93.87999999050564,99.58666666666667,9.924444443935817,9.924444443935817,99.58444444444444,9.924444443935817,9.924444443935817,99.58444444444444,24.39,27.53,31.3,39.67,35.68,38.45,46.39,39.83,32.71,49.84,53.83,63.86,68.53,58.7,55.86,72.66,59.92,63.81,78.09,69.09,65.25,82.91,86.74,87.92,88.28,55.11,35.45,88.73,65.7,25.94,89.21,54.35,19.23,89.59,49.59,21.16,89.71,54.84,19.85,89.93,83.84,84.98,90.9,10.0,10.0,90.91,10.0,10.0,90.9,90.91
8,25.379999997287328,28.233333329942493,28.555555552842883,40.89999999457465,35.237777775743275,37.815555555555555,46.23333333129883,40.45333333062066,39.32888888821072,50.191111106363934,55.359999996609154,65.46888888481988,70.31999999728733,60.09999999864366,57.14888888414171,74.98888888075086,61.23555554945204,64.84444443834093,82.37333332926433,75.93777777777778,72.85555555555555,88.77333333062066,94.70444443495009,97.26888888753255,97.92666666531034,65.58222221272787,40.57333333062066,98.44888888753255,75.31999998914931,30.337777775743273,98.73333332655164,57.31999999050564,20.81555555487739,98.94444443766277,49.886666661919485,21.722222219509547,99.11555554877387,62.280000001356335,24.388888888549804,99.19555555555556,93.09777777370877,93.7244444430881,99.58888888888889,9.966666665988498,9.966666665988498,99.58888888888889,9.966666665988498,9.966666665988498,99.58888888888889,23.59,26.57,28.81,38.81,34.39,37.18,44.75,39.99,34.95,48.25,53.96,64.43,68.46,58.64,57.43,72.56,59.19,63.91,78.17,71.49,68.32,82.84,86.34,87.72,88.17,55.08,37.36,88.69,68.33,32.03,89.18,51.37,21.06,89.54,44.97,19.22,89.7,53.11,17.89,89.98,85.08,85.52,90.91,10.0,10.0,90.9,10.0,10.0,90.9,90.91
9,25.24222221984863,27.528888886854382,27.591111110432944,40.72888888481988,34.57555555352105,36.353333331977,45.955555554877385,40.04222221679687,38.32888888753255,49.75555555013021,55.51333333062066,65.68444443630642,70.72444443495009,60.51555555013021,58.051111101616755,75.20444443495009,61.377777775743276,65.09777776963976,82.48,75.86222222222223,70.48222221272786,88.98666666259766,94.62888887939454,97.17333332519532,97.85111110432943,62.81777777235243,38.019999995252824,98.44666666531033,76.12444443495009,32.70444444342719,98.76222222086588,56.197777774386935,21.051111109754775,98.99333332655165,47.26444444376627,21.815555555555555,99.09555554877387,61.044444439019095,24.43777777777778,99.22444443766275,94.01999999593099,93.81111110297309,99.64666666666666,9.94222222137451,9.94222222137451,99.64666666666666,9.94222222137451,9.94222222137451,99.64666666666666,22.97,25.08,28.55,37.93,35.14,38.86,43.65,38.86,40.94,47.55,54.46,63.88,67.97,58.28,56.82,72.22,59.51,62.91,77.76,72.27,69.81,82.59,86.27,87.74,88.12,60.64,34.31,88.58,68.34,30.05,89.05,46.86,18.43,89.46,47.37,22.72,89.73,49.75,20.72,89.9,83.19,84.52,90.96,10.0,10.0,90.96,10.0,10.0,90.96,90.91
